"","x"
"210",0.0223854437984649
"211",-0.0324773982429966
"212",0.0572945519325563
"213",0.0125740442723428
"214",0.000177721458948924
"215",0.00264668464961001
"216",0.0415809928909202
"217",0.0274377668791687
"218",0.0133776767418606
"219",0.00385631744630173
"220",-0.0551733457181983
"221",0.0041624115981542
"222",-0.0287262377802658
"223",0.053918652388795
"224",-0.0355771595579594
"225",0.0386062140161168
"226",-0.069823141177047
"227",-0.0528219472553524
"228",0.00457111586764996
"229",0.0401229872784988
"230",0.0243122351453182
"231",0.00440758648378588
"232",0.00273893568510702
"233",-0.0108585486728945
"234",0.0620105999293003
"235",-0.0781867395546609
"236",-0.0028698813645331
"237",0.0157002389092857
"238",-0.0178182885125704
"239",0.0157839503721229
"240",-0.0271627209335859
"241",-0.0275769316957778
"242",0.0317703094222532
"243",0.0226001661916063
"244",0.00138294223186277
"245",-0.0200433391906402
"246",-0.0130353050737902
"247",-0.000795027346411468
"248",0.00754370463080792
"249",0.000621463810739809
"250",0.011084760866744
"251",-0.0502293797820157
"252",-0.00119761460341965
"253",0.0652005890270023
"254",-0.0549199034364135
"255",0.0177904051718374
"256",-0.00363167633625011
"257",0.0351862009167932
"258",0.06058550799029
"259",-0.0121272120345632
"260",-0.0246356170454486
"261",-0.0347498293034259
"262",-0.0811401988865692
"263",-0.0356790018084734
"264",0.0405578701846247
"265",-0.0574878465621337
"266",0.0117556599273907
"267",-0.0452186479305783
"268",0.0183424310065129
"269",-0.000202581727853014
"270",0.0587715254306324
"271",0.004231799483634
"272",0.0237353889619881
"273",-0.00112483044900412
"274",-0.0400020647551396
"275",-0.0329294212378113
"276",-0.021995238648496
"277",-0.0237188063886388
"278",-0.019091967018341
"279",-0.0131737668146099
"280",-0.0345021603670699
"281",-0.0107045161215715
"282",-0.0807382993007771
"283",-0.0304084882536847
"284",0.0529237231711086
"285",-0.00620885977296716
"286",-0.0315307586098251
"287",-0.0377429330742047
"288",-0.0750411309148515
"289",-0.0115028226910008
"290",-0.0581211118382951
"291",0.0107500931401224
"292",-0.0299999832888092
"293",-0.0303400238450326
"294",-0.0157581056758974
"295",-0.0117161286808942
"296",-0.00467099781039906
"297",-0.0406599727239564
"298",-0.0283048000900895
"299",-0.0343806364051346
"300",0.063385385026809
"301",-0.0138810298360689
"302",0.0719948035996152
"303",0.0432371341868398
"304",-0.042179517564253
"305",0.0382523600957944
"306",-0.0455072748105837
"307",-0.0951179795506215
"308",-0.012823191466095
"309",0.00343665843299991
"310",-0.0709593965728871
"311",-0.0416121230223655
"312",-0.013734908542263
"313",-0.0425327072254536
"314",-0.0583893666119269
"315",0.039119233341597
"316",0.0166814709465668
"317",-0.0593889345485719
"318",-0.0227488281201852
"319",0.0732492831605685
"320",-0.0130282404904804
"321",-0.0703343568392615
"322",0.0667893313415738
"323",-0.115665038650717
"324",0.0134389044554989
"325",-0.0217062365956922
"326",0.0049048853196027
"327",-0.0215217907145462
"328",-0.026492588958369
"329",0.000127709780813627
"330",-0.0114778941493361
"331",0.0176430674245207
"332",0.0264473833466174
"333",-0.0269445521884787
"334",0.0202560375737819
"335",-0.0390109890066564
"336",0.00763275896630986
"337",-0.0777933827374297
"338",-0.063998121859605
"339",-0.140191941617686
"340",0.00289320226912197
"341",0.0498854343944548
"342",-0.0127891495044178
"343",0.00931607400454875
"344",0.00974383573470851
"345",0.0498017599144477
"346",0.0407846330732099
"347",-0.0390509008309771
"348",0.00501856508304058
"349",0.0113845731114795
"350",0.0462697557164313
"351",-0.0897576448928478
"352",0.00584873304622938
"353",0.0424253986123892
"354",0.040960502778741
"355",0.0173538528645548
"356",0.015820076979581
"357",-0.021136765914721
"358",-0.00278678739233242
"359",-0.0340258730293995
"360",-0.0446528989749905
"361",-0.0273274688141037
"362",0.00712150917044305
"363",0.0181167647806775
"364",-0.0189021809919644
"365",0.0100788562900707
"366",0.0576497120197798
"367",-0.0113288646584263
"368",-0.0525633555140347
"369",0.0147167255626697
"370",-0.0227680146392579
"371",-0.0486946479855037
"372",-0.00979226158094063
"373",0.0587483842588417
"374",-0.0232315364647295
"375",-0.0262538797794967
"376",-0.00428780335690979
"377",0.0213979909675914
"378",0.0617761385236556
"379",0.0190634601233139
"380",0.0163655053280638
"381",-0.0477500801515985
"382",-0.0329795573075562
"383",-0.0300483668443937
"384",0.0823693606949292
"385",0.0795469043094631
"386",0.0257004765833564
"387",0.0455632130454211
"388",-0.0805047262637089
"389",-0.0129254932440185
"390",0.00452141017477421
"391",0.0236293023986197
"392",0.00953037733083033
"393",0.0353241143355254
"394",-0.0275305818910906
"395",-0.0278480305657264
"396",0.0351930003508274
"397",-0.0055091521332753
"398",0.0111257183086212
"399",-0.0541319840381688
"400",0.0262723067749935
"401",-0.00581080523421619
"402",0.0298590388666487
"403",0.0143577528262046
"404",-0.0299144873866117
"405",0.0230996151746819
"406",-0.0412003696572304
"407",0.0361991070069812
"408",0.0493716665124297
"409",0.01787382460836
"410",-0.0209709543193377
"411",0.0277672843413682
"412",0.0206547972385271
"413",0.0164271115728116
"414",-0.00132836647488071
"415",-0.00311913514966021
"416",0.0039371196416747
"417",0.0158112249828791
